GHO (CODE),YEAR (DISPLAY),STARTYEAR,ENDYEAR,DIMENSION (TYPE),DIMENSION (CODE),DIMENSION (NAME),Numeric,Low,High
NCD_BMI_25C,2016,2016,2016,SEX,SEX_FMLE,Female,38.03,34.6,41.43
NCD_BMI_30C,2015,2015,2015,SEX,SEX_FMLE,Female,16.18,13.7,18.77
NCD_CCS_PAPlan,2021,2021,2021,N/A,N/A,N/A,,0.0,0.0
NCD_DIABETES_PREVALENCE_AGESTD,2020,2020,2020,SEX,SEX_BTSX,Both sexes,13.77,9.25,19.33
NCD_CHOL_MEANHDL_A,2011,2011,2011,SEX,SEX_BTSX,Both sexes,1.0,0.9,1.1
NCD_BMI_PLUS1C,2014,2014,2014,SEX,SEX_BTSX,Both sexes,11.82,6.71,18.52
NCD_PAA,2012,2012,2012,SEX,SEX_MLE,Male,17.42,10.05,26.95
NCD_DTH_TOT,2001,2001,2001,SEX,SEX_MLE,Male,43694.88,21760.01,79644.94
NCD_DIABETES_PREVALENCE_CRUDE,1993,1993,1993,SEX,SEX_MLE,Male,7.7,3.49,13.76
NCD_BMI_MINUS2C,2006,2006,2006,SEX,SEX_FMLE,Female,11.05,5.88,17.48
NCD_DIABETES_PREVALENCE_AGESTD,1990,1990,1990,SEX,SEX_BTSX,Both sexes,9.1,5.19,14.32
NCD_DIABETES_PREVALENCE_CRUDE,1997,1997,1997,SEX,SEX_MLE,Male,9.25,4.6,15.63
SDG_SH_DTH_RNCOM,2017,2017,2017,SEX,SEX_MLE,Male,1945.47,931.1,3672.78
NCD_BMI_PLUS2C,2019,2019,2019,SEX,SEX_BTSX,Both sexes,6.67,2.09,13.91
NCD_CHOL_MEANTOTALCHOL_C,1997,1997,1997,SEX,SEX_BTSX,Both sexes,3.9,3.7,4.1
NCD_CHOL_MEANNONHDL_C,2017,2017,2017,SEX,SEX_BTSX,Both sexes,3.0,2.8,3.1
NCD_BMI_MINUS2C,1999,1999,1999,SEX,SEX_FMLE,Female,10.46,4.85,18.18
NCD_CCS_targets,2017,2017,2017,N/A,N/A,N/A,,0.0,0.0
NCD_DIABETES_PREVALENCE_AGESTD,2000,2000,2000,SEX,SEX_BTSX,Both sexes,16.15,11.17,21.85
NCD_BMI_25A,2010,2010,2010,SEX,SEX_BTSX,Both sexes,31.68,29.07,34.36
NCD_DIABETES_PREVALENCE_AGESTD,1998,1998,1998,SEX,SEX_BTSX,Both sexes,12.37,8.18,17.32
NCD_DTH_TOT,2011,2011,2011,SEX,SEX_BTSX,Both sexes,107888.8,55442.51,192185.2
NCD_BMI_PLUS2C,1995,1995,1995,SEX,SEX_MLE,Male,1.0,0.09,3.66
SDG_SH_DTH_RNCOM,2004,2004,2004,SEX,SEX_FMLE,Female,1293.86,663.14,2327.54
NCD_UNDER70,2013,2013,2013,SEX,SEX_FMLE,Female,55.08,37.43,69.67
NCD_CHOL_MEANHDL_C,1996,1996,1996,SEX,SEX_BTSX,Both sexes,1.0,0.8,1.1
NCD_BMI_PLUS2C,2016,2016,2016,SEX,SEX_BTSX,Both sexes,5.51,1.78,11.76
SA_0000001400,2013,2013,2013,ALCOHOLTYPE,ALCOHOLTYPE_SA_TOTAL,All types,0.12,0.0,0.0
NCD_BMI_MINUS2C,2016,2016,2016,SEX,SEX_FMLE,Female,10.96,5.72,17.65
NCD_BMI_25C,2008,2008,2008,SEX,SEX_BTSX,Both sexes,26.73,24.12,29.45
NCD_CCS_CRD_GUIDE,2021,2021,2021,N/A,N/A,N/A,,0.0,0.0
NCD_DIABETES_TREATMENT_AGESTD,1998,1998,1998,SEX,SEX_FMLE,Female,24.44,10.95,41.99
NCD_BMI_PLUS2C,2011,2011,2011,SEX,SEX_FMLE,Female,2.17,0.82,4.49
NCD_CHOL_MEANNONHDL_A,2008,2008,2008,SEX,SEX_BTSX,Both sexes,2.9,2.7,3.0
NCD_DIABETES_PREVALENCE_CRUDE,2014,2014,2014,SEX,SEX_FMLE,Female,14.52,10.32,19.41
NCD_DIABETES_PREVALENCE_CRUDE,2002,2002,2002,SEX,SEX_BTSX,Both sexes,10.72,7.3,14.79
NCD_CHOL_MEANHDL_A,2006,2006,2006,SEX,SEX_BTSX,Both sexes,1.0,0.9,1.1
SA_0000001400,2019,2019,2019,ALCOHOLTYPE,ALCOHOLTYPE_SA_SPIRITS,Spirits,0.0,0.0,0.0
NCD_CCS_TransFat,2021,2021,2021,N/A,N/A,N/A,,0.0,0.0
SA_0000001400,1972,1972,1972,ALCOHOLTYPE,ALCOHOLTYPE_SA_BEER,Beer,1.49,0.0,0.0
NCD_BMI_30A,2003,2003,2003,SEX,SEX_FMLE,Female,11.78,8.87,15.16
NCD_BMI_PLUS1C,2003,2003,2003,SEX,SEX_FMLE,Female,7.07,3.87,11.28
NCD_CHOL_MEANHDL_A,2001,2001,2001,SEX,SEX_MLE,Male,0.9,0.8,1.1
NCD_PAA,2001,2001,2001,SEX,SEX_FMLE,Female,26.12,8.1,51.77
SA_0000001400,1975,1975,1975,ALCOHOLTYPE,ALCOHOLTYPE_SA_BEER,Beer,1.46,0.0,0.0
NCD_DIABETES_PREVALENCE_AGESTD,2021,2021,2021,SEX,SEX_FMLE,Female,15.54,8.11,25.26
SA_0000001400,1986,1986,1986,ALCOHOLTYPE,ALCOHOLTYPE_SA_OTHER_ALCOHOL,Other alcoholic beverages,0.0,0.0,0.0
NCD_DIABETES_PREVALENCE_AGESTD,1995,1995,1995,SEX,SEX_FMLE,Female,12.06,6.28,19.98
NCD_PAA,2003,2003,2003,SEX,SEX_BTSX,Both sexes,22.28,11.91,35.31
SDG_SH_DTH_RNCOM,2003,2003,2003,SEX,SEX_BTSX,Both sexes,10048.98,4996.37,18344.54
NCD_CCS_photocoag,2017,2017,2017,N/A,N/A,N/A,,0.0,0.0
NCD_BMI_PLUS2C,2002,2002,2002,SEX,SEX_BTSX,Both sexes,1.26,0.43,2.71
NCD_PAA,2014,2014,2014,SEX,SEX_FMLE,Female,22.32,13.07,33.84
NCD_BMI_25A,2013,2013,2013,SEX,SEX_MLE,Male,26.37,23.2,29.72
NCD_BMI_PLUS2C,2015,2015,2015,SEX,SEX_BTSX,Both sexes,3.16,1.67,5.3
NCD_DIABETES_PREVALENCE_AGESTD,1994,1994,1994,SEX,SEX_BTSX,Both sexes,13.55,8.55,19.6
NCD_BMI_PLUS1C,2007,2007,2007,SEX,SEX_FMLE,Female,6.58,2.56,13.2
NCD_DIABETES_PREVALENCE_AGESTD,1995,1995,1995,SEX,SEX_MLE,Male,10.38,5.27,17.46
NCD_CHOL_MEANHDL_C,2017,2017,2017,SEX,SEX_BTSX,Both sexes,1.0,0.9,1.1
NCD_BMI_MINUS2C,1997,1997,1997,SEX,SEX_MLE,Male,14.46,4.83,27.66
SA_0000001688,2016,2016,2016,SEX,SEX_FMLE,Female,0.0,0.0,0.01
NCD_BMI_18A,2010,2010,2010,SEX,SEX_FMLE,Female,13.54,10.07,17.35
NCD_CHOL_MEANNONHDL_A,2004,2004,2004,SEX,SEX_MLE,Male,2.8,2.5,3.0
NCD_DIABETES_PREVALENCE_CRUDE,2014,2014,2014,SEX,SEX_FMLE,Female,10.28,7.19,13.95
NCD_BMI_MINUS2C,1992,1992,1992,SEX,SEX_FMLE,Female,11.43,5.33,19.17
NCD_PAA,2022,2022,2022,SEX,SEX_BTSX,Both sexes,19.11,11.08,29.27
NCD_BMI_30A,2015,2015,2015,SEX,SEX_BTSX,Both sexes,12.85,11.24,14.51
NCD_BMI_MINUS2C,1991,1991,1991,SEX,SEX_BTSX,Both sexes,12.88,6.1,21.52
NCD_CCS_PA_TAX,2021,2021,2021,N/A,N/A,N/A,,0.0,0.0
NCD_CHOL_MEANTOTALCHOL_A,1995,1995,1995,SEX,SEX_FMLE,Female,4.1,3.7,4.4
NCD_DTH_TOT,2002,2002,2002,SEX,SEX_MLE,Male,44723.36,22296.09,81331.84
NCD_DIABETES_PREVALENCE_AGESTD,2003,2003,2003,SEX,SEX_FMLE,Female,17.71,11.39,25.57
NCD_CCS_cervicalcancerscreening,2015,2015,2015,N/A,N/A,N/A,,0.0,0.0
NCD_CHOL_MEANHDL_C,1988,1988,1988,SEX,SEX_MLE,Male,1.0,0.8,1.2
NCDMORT3070,2015,2015,2015,SEX,SEX_MLE,Male,25.11,15.04,37.7
NCD_CHOL_MEANNONHDL_A,1994,1994,1994,SEX,SEX_MLE,Male,2.7,2.4,3.0
NCD_BMI_25C,1993,1993,1993,SEX,SEX_BTSX,Both sexes,18.19,14.45,22.43
NCD_BMI_PLUS1C,2010,2010,2010,SEX,SEX_BTSX,Both sexes,7.66,5.3,10.52
NCD_PAC_ADO,2012,2012,2012,SEX,SEX_MLE,Male,89.18,87.17,90.9
SDG_SH_DTH_RNCOM,2009,2009,2009,SEX,SEX_MLE,Male,1295.41,679.37,2323.95
NCD_DIABETES_PREVALENCE_CRUDE,2006,2006,2006,SEX,SEX_BTSX,Both sexes,10.87,7.83,14.32
NCD_BMI_25A,2005,2005,2005,SEX,SEX_FMLE,Female,34.38,29.69,39.35
NCD_CHOL_MEANNONHDL_A,1989,1989,1989,SEX,SEX_BTSX,Both sexes,2.7,2.4,2.9
NCD_CHOL_MEANNONHDL_A,2005,2005,2005,SEX,SEX_FMLE,Female,2.8,2.6,3.1
NCD_BMI_18A,1996,1996,1996,SEX,SEX_MLE,Male,18.93,12.78,25.71
NCD_DIABETES_PREVALENCE_CRUDE,2007,2007,2007,SEX,SEX_FMLE,Female,10.89,7.14,15.67
SDG_SH_DTH_RNCOM,2014,2014,2014,SEX,SEX_BTSX,Both sexes,67351.61,40211.05,104915.1
NCD_CCS_sulphonylurea,2015,2015,2015,N/A,N/A,N/A,,0.0,0.0
NCD_BMI_30C,2010,2010,2010,SEX,SEX_BTSX,Both sexes,9.2,7.8,10.72
SA_0000001747,2006,2006,2006,N/A,N/A,N/A,0.0,0.0,0.0
NCD_BMI_PLUS2C,1995,1995,1995,SEX,SEX_BTSX,Both sexes,1.0,0.25,2.66
NCD_BMI_MINUS2C,2020,2020,2020,SEX,SEX_BTSX,Both sexes,14.35,9.28,20.34
SA_0000001821,2015,2015,2015,N/A,N/A,N/A,0.07,0.0,0.31
NCD_BMI_18C,2011,2011,2011,SEX,SEX_FMLE,Female,14.92,11.28,18.73
NCD_PAC,2016,2016,2016,SEX,SEX_BTSX,Both sexes,17.3,11.5,24.4
NCD_BMI_MINUS2C,2013,2013,2013,SEX,SEX_BTSX,Both sexes,10.56,5.4,17.53
NCD_CHOL_MEANNONHDL_C,1984,1984,1984,SEX,SEX_MLE,Male,2.6,2.2,2.9
NCD_BMI_25C,2011,2011,2011,SEX,SEX_MLE,Male,21.82,18.86,24.99
NCD_BMI_PLUS1C,2004,2004,2004,SEX,SEX_MLE,Male,4.86,2.2,8.74
NCD_CCS_DiabPlan,2017,2017,2017,N/A,N/A,N/A,,0.0,0.0
SDG_SH_DTH_RNCOM,2018,2018,2018,SEX,SEX_BTSX,Both sexes,75117.93,45885.87,114966.6
NCD_BMI_MINUS2C,1997,1997,1997,SEX,SEX_MLE,Male,24.6,14.08,35.83
NCD_CHOL_MEANNONHDL_A,1983,1983,1983,SEX,SEX_MLE,Male,2.6,2.2,3.0
NCD_DTH_TOT,2003,2003,2003,SEX,SEX_MLE,Male,45078.16,22436.55,81678.54
SDGSUICIDE,2009,2009,2009,SEX,SEX_FMLE,Female,2.92,1.39,5.24
NCD_UNDER70,2016,2016,2016,SEX,SEX_BTSX,Both sexes,56.64,38.92,70.73
SA_0000001400,2005,2005,2005,ALCOHOLTYPE,ALCOHOLTYPE_SA_SPIRITS,Spirits,0.0,0.0,0.0
SA_0000001400,1996,1996,1996,ALCOHOLTYPE,ALCOHOLTYPE_SA_BEER,Beer,0.0,0.0,0.0
NCDMORT3070,2004,2004,2004,SEX,SEX_BTSX,Both sexes,24.78,15.0,36.85
NCD_CHOL_MEANNONHDL_A,1987,1987,1987,SEX,SEX_FMLE,Female,2.6,2.2,3.0
NCD_UNDER70,2014,2014,2014,SEX,SEX_FMLE,Female,55.46,37.79,70.0
NCD_BMI_25C,1993,1993,1993,SEX,SEX_MLE,Male,13.7,9.42,18.94
NCD_BMI_18A,1995,1995,1995,SEX,SEX_BTSX,Both sexes,16.59,12.3,21.54
NCD_BMI_25C,2000,2000,2000,SEX,SEX_MLE,Male,16.66,12.76,21.14
NCD_PAC_ADO,2006,2006,2006,SEX,SEX_BTSX,Both sexes,89.64,87.66,91.33
NCD_BMI_18A,2002,2002,2002,SEX,SEX_BTSX,Both sexes,15.58,12.07,19.38
NCDMORT3070,2006,2006,2006,SEX,SEX_FMLE,Female,22.55,13.66,33.91
SA_0000001400,1981,1981,1981,ALCOHOLTYPE,ALCOHOLTYPE_SA_BEER,Beer,1.41,0.0,0.0
NCD_CHOL_MEANTOTALCHOL_A,2013,2013,2013,SEX,SEX_MLE,Male,3.9,3.7,4.2
SA_0000001400,1982,1982,1982,ALCOHOLTYPE,ALCOHOLTYPE_SA_SPIRITS,Spirits,0.16,0.0,0.0
NCD_BMI_18A,2011,2011,2011,SEX,SEX_BTSX,Both sexes,14.55,11.98,17.37
NCD_DIABETES_PREVALENCE_CRUDE,1997,1997,1997,SEX,SEX_FMLE,Female,9.93,5.23,16.55
SA_0000001400,2008,2008,2008,ALCOHOLTYPE,ALCOHOLTYPE_SA_TOTAL,All types,0.0,0.0,0.0
NCD_BMI_MINUS2C,1995,1995,1995,SEX,SEX_MLE,Male,21.28,11.11,32.89
NCD_DIABETES_PREVALENCE_CRUDE,1991,1991,1991,SEX,SEX_MLE,Male,9.58,4.39,17.06
NCD_BMI_PLUS2C,2016,2016,2016,SEX,SEX_BTSX,Both sexes,4.21,1.92,7.81
NCD_BMI_MINUS2C,2017,2017,2017,SEX,SEX_MLE,Male,21.33,14.01,29.59
NCD_CHOL_MEANHDL_C,2009,2009,2009,SEX,SEX_BTSX,Both sexes,1.0,0.9,1.1
NCD_DIABETES_TREATMENT_AGESTD,1997,1997,1997,SEX,SEX_MLE,Male,29.69,12.12,51.74
SA_0000001821,2000,2000,2000,N/A,N/A,N/A,0.0,0.0,0.0
SA_0000001400,2019,2019,2019,ALCOHOLTYPE,ALCOHOLTYPE_SA_OTHER_ALCOHOL,Other alcoholic beverages,0.0,0.0,0.0
NCD_BMI_PLUS1C,2006,2006,2006,SEX,SEX_FMLE,Female,7.52,4.33,11.64
NCD_DIABETES_PREVALENCE_AGESTD,2005,2005,2005,SEX,SEX_MLE,Male,16.14,10.14,23.49
NCD_PAC,2018,2018,2018,SEX,SEX_BTSX,Both sexes,17.16,11.01,24.97
NCD_BMI_PLUS2C,2022,2022,2022,SEX,SEX_BTSX,Both sexes,6.41,2.39,12.51
NCD_DIABETES_PREVALENCE_AGESTD,2022,2022,2022,SEX,SEX_BTSX,Both sexes,13.49,8.1,20.45
NCD_CHOL_MEANNONHDL_C,2018,2018,2018,SEX,SEX_FMLE,Female,3.1,2.9,3.3
SA_0000001688,2001,2001,2001,SEX,SEX_FMLE,Female,0.0,0.0,0.0
NCD_CCS_targets,2019,2019,2019,N/A,N/A,N/A,,0.0,0.0
NCD_BMI_MINUS2C,2018,2018,2018,SEX,SEX_BTSX,Both sexes,14.3,9.58,19.86
NCD_BMI_MINUS2C,2011,2011,2011,SEX,SEX_MLE,Male,11.75,4.04,22.69
NCD_BMI_MINUS2C,2001,2001,2001,SEX,SEX_FMLE,Female,11.11,5.59,18.1
NCD_DIABETES_PREVALENCE_AGESTD,1996,1996,1996,SEX,SEX_MLE,Male,13.41,7.04,21.79
NCD_BMI_PLUS1C,2013,2013,2013,SEX,SEX_BTSX,Both sexes,9.63,6.46,13.52
NCD_BMI_MINUS2C,2000,2000,2000,SEX,SEX_FMLE,Female,10.44,4.85,17.98
NCD_CHOL_MEANHDL_C,2005,2005,2005,SEX,SEX_BTSX,Both sexes,1.0,0.9,1.1
SDGSUICIDE,2019,2019,2019,SEX,SEX_FMLE,Female,4.02,0.0,0.0
NCD_BMI_PLUS1C,2020,2020,2020,SEX,SEX_MLE,Male,21.84,10.46,36.29
NCD_DIABETES_PREVALENCE_CRUDE,2016,2016,2016,SEX,SEX_FMLE,Female,10.15,6.92,14.2
NCD_BMI_25A,1991,1991,1991,SEX,SEX_BTSX,Both sexes,19.35,15.21,23.99
NCD_DIABETES_PREVALENCE_AGESTD,2001,2001,2001,SEX,SEX_FMLE,Female,13.84,8.44,20.76
NCD_BMI_18A,2018,2018,2018,SEX,SEX_BTSX,Both sexes,14.41,11.7,17.3
NCD_BMI_PLUS2C,2019,2019,2019,SEX,SEX_MLE,Male,5.39,1.81,10.95
NCD_PAA,2008,2008,2008,SEX,SEX_MLE,Male,18.08,9.33,29.52
SDG_SH_DTH_RNCOM,2011,2011,2011,SEX,SEX_BTSX,Both sexes,3216.03,1663.7,5716.45
NCD_CHOL_MEANNONHDL_A,1980,1980,1980,SEX,SEX_MLE,Male,2.6,2.1,3.0
NCD_BMI_MINUS2C,1992,1992,1992,SEX,SEX_BTSX,Both sexes,16.51,10.21,23.38
NCD_CHOL_MEANTOTALCHOL_C,2006,2006,2006,SEX,SEX_BTSX,Both sexes,3.9,3.7,4.1
NCD_UNDER70,2001,2001,2001,SEX,SEX_MLE,Male,62.19,43.03,76.05
NCD_CHOL_MEANTOTALCHOL_A,2010,2010,2010,SEX,SEX_MLE,Male,3.9,3.7,4.2
NCD_CCS_LIS_AML_COMBO,2021,2021,2021,N/A,N/A,N/A,,0.0,0.0
NCD_BMI_18C,2010,2010,2010,SEX,SEX_FMLE,Female,14.92,11.22,18.86
NCD_DIABETES_PREVALENCE_CRUDE,1992,1992,1992,SEX,SEX_MLE,Male,7.32,3.2,13.34
NCD_BMI_18A,2015,2015,2015,SEX,SEX_FMLE,Female,13.6,10.48,17.0
NCD_CHOL_MEANTOTALCHOL_A,2002,2002,2002,SEX,SEX_FMLE,Female,4.1,3.7,4.4
NCD_CHOL_MEANHDL_A,2000,2000,2000,SEX,SEX_BTSX,Both sexes,1.0,0.9,1.1
NCD_DIABETES_TREATMENT_AGESTD,1990,1990,1990,SEX,SEX_MLE,Male,28.54,8.74,55.39
NCD_CHOL_MEANTOTALCHOL_A,1999,1999,1999,SEX,SEX_BTSX,Both sexes,4.0,3.7,4.2
NCD_DIABETES_PREVALENCE_AGESTD,2013,2013,2013,SEX,SEX_BTSX,Both sexes,15.31,12.08,18.82
NCD_CHOL_MEANHDL_A,1987,1987,1987,SEX,SEX_FMLE,Female,1.1,0.8,1.3
NCD_CCS_NCDGuide,2013,2013,2013,N/A,N/A,N/A,,0.0,0.0
NCD_CHOL_MEANHDL_A,1991,1991,1991,SEX,SEX_BTSX,Both sexes,1.0,0.9,1.2
NCD_BMI_PLUS1C,1999,1999,1999,SEX,SEX_FMLE,Female,5.36,1.86,11.25
NCD_BMI_MINUS2C,1999,1999,1999,SEX,SEX_BTSX,Both sexes,17.87,11.78,24.26
SDG_SH_DTH_RNCOM,2014,2014,2014,SEX,SEX_FMLE,Female,8526.96,4452.48,14889.02
NCD_BMI_PLUS1C,2021,2021,2021,SEX,SEX_FMLE,Female,9.59,5.53,15.37
NCD_BMI_25C,2015,2015,2015,SEX,SEX_FMLE,Female,37.42,34.0,40.8
NCD_BMI_PLUS1C,2013,2013,2013,SEX,SEX_FMLE,Female,7.9,4.63,12.21
NCD_BMI_30C,2008,2008,2008,SEX,SEX_FMLE,Female,12.59,10.03,15.4
SA_0000001688,2008,2008,2008,SEX,SEX_MLE,Male,0.0,0.0,0.0
NCD_BMI_PLUS1C,2019,2019,2019,SEX,SEX_BTSX,Both sexes,12.49,8.19,17.81
NCD_BMI_PLUS2C,2010,2010,2010,SEX,SEX_BTSX,Both sexes,3.85,1.14,8.81
NCD_DIABETES_TREATMENT_AGESTD,2022,2022,2022,SEX,SEX_MLE,Male,40.43,22.14,60.62
NCD_PAA,2002,2002,2002,SEX,SEX_BTSX,Both sexes,22.54,11.54,36.46
NCD_BMI_PLUS2C,2001,2001,2001,SEX,SEX_BTSX,Both sexes,1.17,0.38,2.54
NCD_BMI_MINUS2C,2015,2015,2015,SEX,SEX_FMLE,Female,9.69,3.43,19.22
NCD_BMI_18C,1993,1993,1993,SEX,SEX_BTSX,Both sexes,17.96,12.98,23.54
NCD_BMI_PLUS1C,1995,1995,1995,SEX,SEX_MLE,Male,5.14,1.47,11.99
NCD_BMI_PLUS2C,1998,1998,1998,SEX,SEX_BTSX,Both sexes,1.69,0.33,4.85
NCD_BMI_PLUS1C,2010,2010,2010,SEX,SEX_FMLE,Female,7.95,4.87,11.84
NCD_BMI_25A,2016,2016,2016,SEX,SEX_FMLE,Female,41.65,38.06,45.22
NCD_BMI_30C,1992,1992,1992,SEX,SEX_MLE,Male,1.67,0.86,2.93
NCD_BMI_PLUS2C,2014,2014,2014,SEX,SEX_MLE,Male,4.64,1.43,10.14
NCD_CHOL_MEANHDL_A,1999,1999,1999,SEX,SEX_MLE,Male,1.0,0.8,1.1
NCD_BMI_18A,2008,2008,2008,SEX,SEX_FMLE,Female,13.56,9.76,17.66
NCD_BMI_18C,1992,1992,1992,SEX,SEX_MLE,Male,21.39,14.12,29.53
NCD_BMI_MINUS2C,2003,2003,2003,SEX,SEX_MLE,Male,12.97,4.29,25.45
SA_0000001747,2017,2017,2017,N/A,N/A,N/A,0.0,0.0,0.03
NCD_CCS_OBES_MGMT_GUIDE,2021,2021,2021,N/A,N/A,N/A,,0.0,0.0
SDGSUICIDE,2019,2019,2019,SEX,SEX_BTSX,Both sexes,6.8,0.0,0.0
NCD_DIABETES_PREVALENCE_AGESTD,2006,2006,2006,SEX,SEX_MLE,Male,16.1,10.25,23.13
NCD_BMI_30A,2004,2004,2004,SEX,SEX_FMLE,Female,12.31,9.39,15.63
NCD_BMI_30C,2019,2019,2019,SEX,SEX_MLE,Male,8.37,6.29,10.88
NCD_DIABETES_PREVALENCE_AGESTD,2000,2000,2000,SEX,SEX_MLE,Male,15.19,8.57,23.38
NCD_BMI_MINUS2C,2020,2020,2020,SEX,SEX_MLE,Male,21.01,12.71,30.51
NCD_DIABETES_TREATMENT_AGESTD,1998,1998,1998,SEX,SEX_BTSX,Both sexes,26.93,15.35,40.54
NCD_BMI_18C,2007,2007,2007,SEX,SEX_MLE,Male,18.56,13.67,23.75
NCD_CHOL_MEANNONHDL_A,1980,1980,1980,SEX,SEX_FMLE,Female,2.5,2.1,3.0
NCD_BMI_PLUS1C,1994,1994,1994,SEX,SEX_MLE,Male,3.35,1.1,7.43
NCD_BMI_PLUS2C,1995,1995,1995,SEX,SEX_BTSX,Both sexes,1.39,0.24,4.22
NCD_CHOL_MEANTOTALCHOL_C,1980,1980,1980,SEX,SEX_MLE,Male,3.8,3.2,4.4
NCD_BMI_18C,2022,2022,2022,SEX,SEX_FMLE,Female,15.45,10.77,20.57
NCD_PAC_ADO,2015,2015,2015,SEX,SEX_MLE,Male,89.49,87.47,91.22
NCD_CCS_CANCER_GUIDE,2021,2021,2021,N/A,N/A,N/A,,0.0,0.0
NCD_CHOL_MEANNONHDL_C,1993,1993,1993,SEX,SEX_BTSX,Both sexes,2.7,2.4,2.9
NCD_CHOL_MEANHDL_A,1989,1989,1989,SEX,SEX_FMLE,Female,1.1,0.8,1.3
NCD_BMI_30A,2018,2018,2018,SEX,SEX_MLE,Male,8.69,6.68,11.03
NCD_CHOL_MEANTOTALCHOL_A,2000,2000,2000,SEX,SEX_MLE,Male,3.9,3.6,4.3
NCD_BMI_18A,2020,2020,2020,SEX,SEX_BTSX,Both sexes,14.49,11.41,17.85
NCD_BMI_30A,2011,2011,2011,SEX,SEX_FMLE,Female,15.93,13.25,18.88
NCD_DIABETES_PREVALENCE_CRUDE,2005,2005,2005,SEX,SEX_BTSX,Both sexes,15.19,11.12,19.84
NCD_PAC_ADO,2013,2013,2013,SEX,SEX_MLE,Male,89.28,87.28,91.0
NCD_CHOL_MEANNONHDL_C,2018,2018,2018,SEX,SEX_MLE,Male,2.9,2.7,3.1
SA_0000001400,1983,1983,1983,ALCOHOLTYPE,ALCOHOLTYPE_SA_BEER,Beer,0.0,0.0,0.0
NCD_BMI_PLUS2C,2008,2008,2008,SEX,SEX_MLE,Male,2.92,0.66,7.45
NCD_BMI_MINUS2C,2009,2009,2009,SEX,SEX_BTSX,Both sexes,16.64,11.63,22.08
SDGSUICIDE,2019,2019,2019,SEX,SEX_MLE,Male,24.21,0.0,0.0
NCD_BMI_30C,2018,2018,2018,SEX,SEX_MLE,Male,7.8,5.95,9.99
NCD_CHOL_MEANTOTALCHOL_C,2012,2012,2012,SEX,SEX_FMLE,Female,4.1,3.8,4.3
NCD_DIABETES_PREVALENCE_AGESTD,2012,2012,2012,SEX,SEX_FMLE,Female,13.23,9.43,17.68
NCD_CCS_TobPlan,2013,2013,2013,N/A,N/A,N/A,,0.0,0.0
NCD_BMI_MINUS2C,2001,2001,2001,SEX,SEX_MLE,Male,13.43,4.38,26.19
SDG_SH_DTH_RNCOM,2019,2019,2019,SEX,SEX_BTSX,Both sexes,17892.32,9301.76,31275.66
SA_0000001400,1971,1971,1971,ALCOHOLTYPE,ALCOHOLTYPE_SA_BEER,Beer,1.51,0.0,0.0
NCD_DIABETES_PREVALENCE_AGESTD,2001,2001,2001,SEX,SEX_MLE,Male,15.51,9.02,23.54
NCDMORT3070,2012,2012,2012,SEX,SEX_FMLE,Female,22.0,13.56,32.75
SDG_SH_DTH_RNCOM,2013,2013,2013,SEX,SEX_MLE,Male,6086.22,3068.04,10921.59
NCD_BMI_MINUS2C,1999,1999,1999,SEX,SEX_MLE,Male,13.93,4.63,26.96
NCD_BMI_PLUS1C,1991,1991,1991,SEX,SEX_BTSX,Both sexes,4.11,1.7,8.09
NCD_DTH_TOT,2004,2004,2004,SEX,SEX_FMLE,Female,43558.95,22175.99,80559.21
NCD_CCS_diabtest,2017,2017,2017,N/A,N/A,N/A,,0.0,0.0
SDG_SH_DTH_RNCOM,2013,2013,2013,SEX,SEX_MLE,Male,1523.04,777.7,2732.11
NCD_BMI_PLUS1C,2013,2013,2013,SEX,SEX_MLE,Male,11.32,6.27,18.08
NCD_DIABETES_PREVALENCE_AGESTD,2019,2019,2019,SEX,SEX_MLE,Male,12.11,6.99,18.47
SDG_SH_DTH_RNCOM,2003,2003,2003,SEX,SEX_FMLE,Female,2532.11,924.96,5848.57
NCD_BMI_PLUS2C,2017,2017,2017,SEX,SEX_MLE,Male,4.46,1.65,8.73
NCD_BMI_MINUS2C,2019,2019,2019,SEX,SEX_BTSX,Both sexes,16.64,11.7,22.24
NCD_BMI_PLUS2C,2006,2006,2006,SEX,SEX_BTSX,Both sexes,2.98,0.76,7.33
NCD_CHOL_MEANNONHDL_C,1994,1994,1994,SEX,SEX_MLE,Male,2.7,2.4,3.0
SA_0000001688,2003,2003,2003,SEX,SEX_BTSX,Both sexes,0.0,0.0,0.0
NCD_CCS_oralhealthplan,2021,2021,2021,N/A,N/A,N/A,,0.0,0.0
SDGSUICIDE,2019,2019,2019,SEX,SEX_MLE,Male,8.74,0.0,0.0
NCD_BMI_PLUS1C,2001,2001,2001,SEX,SEX_BTSX,Both sexes,6.61,3.21,11.55
NCD_CHOL_MEANTOTALCHOL_C,2000,2000,2000,SEX,SEX_FMLE,Female,4.0,3.6,4.3
NCD_PAA,2021,2021,2021,SEX,SEX_BTSX,Both sexes,19.13,11.6,28.73
NCDMORT3070,2009,2009,2009,SEX,SEX_BTSX,Both sexes,24.18,14.57,36.03
NCD_DIABETES_PREVALENCE_CRUDE,2022,2022,2022,SEX,SEX_MLE,Male,10.15,4.51,18.07
NCD_CCS_HbA1c,2015,2015,2015,N/A,N/A,N/A,,0.0,0.0
