,name,amenity,addr_city,osm_id,osm_type,geometry,name_english,Latitude,Longitude,City,State
171,صيدلية اينورا,pharmacy,,7089487258,nodes,POINT (32.5718117 15.5040627),Inora Pharmacy,15.5040627,32.5718117,Khartoum,Khartoum
172,صيدلية ابو المقداد 10,pharmacy,,7089373687,nodes,POINT (32.5654373 15.4931879),Abu Al-Muqdad Pharmacy 10,15.4931879,32.5654373,Khartoum,Khartoum
173,مسجد مستشفى بشائر التعليمي,hospital,,7088863526,nodes,POINT (32.5510635 15.4899378),Bashayer Teaching Hospital Mosque,15.4899378,32.5510635,Khartoum,Khartoum
174,صيدلية الو المقداد - مايو,pharmacy,,7088875814,nodes,POINT (32.5534363 15.4911871),Al-Moqdad Pharmacy - May,15.4911871,32.5534363,Khartoum,Khartoum
175,صيدلية الانجاز,pharmacy,,4548458527,nodes,POINT (32.5343717 15.5754193),Achievement Pharmacy,15.5754193,32.5343717,Khartoum,Khartoum
176,صيدلية عثمان حسين الحديثة,pharmacy,,7079502511,nodes,POINT (32.4928131 15.4816875),Osman Hussein Modern Pharmacy,15.4816875,32.4928131,Khartoum,Khartoum
177,صيدلية التوالي,pharmacy,,7079513189,nodes,POINT (32.4888115 15.4810629),Success Pharmacy,15.4810629,32.4888115,Khartoum,Khartoum
178,مركز المرابيع الطبي الخيري,,,7129192748,nodes,POINT (32.677063 15.5306873),Al Marabi'a Charitable Medical Center,15.5306873,32.677063,Khartoum,Khartoum
179,صيدلية قطوف,pharmacy,,7069351349,nodes,POINT (32.4851875 15.4620628),Qatouf Pharmacy,15.4620628,32.4851875,Khartoum,Khartoum
180,صيدلية ان كير,pharmacy,,7066616664,nodes,POINT (32.4869385 15.4570627),In Care Pharmacy,15.4570627,32.4869385,Khartoum,Khartoum
181,صيدلية الوسيلة 1,pharmacy,,7066656689,nodes,POINT (32.4849358 15.4659376),Al Wasila Pharmacy 1,15.4659376,32.4849358,Khartoum,Khartoum
182,صيدلية شرري,pharmacy,,7066535177,nodes,POINT (32.4953117 15.4161873),Sherri Pharmacy,15.4161873,32.4953117,Khartoum,Khartoum
183,صيدلية انو,pharmacy,,7066434888,nodes,POINT (32.4751892 15.4775629),Anu Pharmacy,15.4775629,32.4751892,Khartoum,Khartoum
184,صيدلية السيسي,pharmacy,,5899911485,nodes,POINT (32.6129241 15.6521761),Sisi Pharmacy,15.6521761,32.6129241,Khartoum,Khartoum
185,العثمة قرية,clinic,,11307856169,nodes,POINT (34.8529902 13.2867502),Othma village,13.2867502,34.8529902,Al Hawatah,Sennar
186,صيدلية بابنتود,pharmacy,,7040853724,nodes,POINT (32.4846878 15.4924374),Babantoud Pharmacy,15.4924374,32.4846878,Khartoum,Khartoum
187,صيدلية دالاس,pharmacy,,7040850749,nodes,POINT (32.4889374 15.493063),Dallas Pharmacy,15.493063,32.4889374,Khartoum,Khartoum
188,صيدلية نيو آن الحديثة,pharmacy,,7039273466,nodes,POINT (32.4875641 15.5186872),New Ann Modern Pharmacy,15.5186872,32.4875641,Khartoum,Khartoum
189,صيدلية اريام,pharmacy,,7039308996,nodes,POINT (32.5003128 15.560813),Aryam Pharmacy,15.560813,32.5003128,Khartoum,Khartoum
190,صيدلية المستشفي الدولي,pharmacy,,2276645298,nodes,POINT (32.5264074 15.6413356),International Hospital Pharmacy,15.6413356,32.5264074,Omdurman,Khartoum
191,صيدلية الاقحوان,pharmacy,,7033147614,nodes,POINT (32.5039368 15.4589376),Chamomile Pharmacy,15.4589376,32.5039368,Khartoum,Khartoum
192,صيدلية الشهداء,pharmacy,,7023083909,nodes,POINT (32.4889191 15.6445416),Martyrs Pharmacy,15.6445416,32.4889191,Omdurman,Khartoum
193,صيدلية سنبلة,pharmacy,,7023083923,nodes,POINT (32.5313777 15.6509245),Sanabel Pharmacy,15.6509245,32.5313777,Omdurman,Khartoum
194,صيدلية اكسون,pharmacy,,7013063038,nodes,POINT (32.5405617 15.5408125),Exxon Pharmacy,15.5408125,32.5405617,Khartoum,Khartoum
195,صيدلية الجابري,pharmacy,,7013063079,nodes,POINT (32.5406876 15.5376873),Al-Jabri Pharmacy,15.5376873,32.5406876,Khartoum,Khartoum
196,صيدلية راما,pharmacy,,7013075415,nodes,POINT (32.5413132 15.5354376),Rama Pharmacy,15.5354376,32.5413132,Khartoum,Khartoum
197,صيدلية هاشم عيسى - جبرة طه الماحي,pharmacy,,7010780891,nodes,POINT (32.5116882 15.5323124),Hashem Issa Pharmacy - Jabara Taha Al-Mahi,15.5323124,32.5116882,Khartoum,Khartoum
198,صيدلية نوف,pharmacy,,4633314189,nodes,POINT (32.5651645 15.5503583),Nouf Pharmacy,15.5503583,32.5651645,Khartoum,Khartoum
199,صيدلية النادر ومك,pharmacy,,7013035627,nodes,POINT (32.527813 15.5341873),Al Nader Pharmacy and Mak,15.5341873,32.527813,Khartoum,Khartoum
200,صيدلية بالميرا,pharmacy,,7013055556,nodes,POINT (32.5403137 15.5419378),Palmyra Pharmacy,15.5419378,32.5403137,Khartoum,Khartoum
201,صيدلية القصواء,pharmacy,,7013087317,nodes,POINT (32.5418129 15.5331879),Al Qaswa Pharmacy,15.5331879,32.5418129,Khartoum,Khartoum
202,صيدلية الفصيل,pharmacy,,7010715065,nodes,POINT (32.524189 15.5466871),Al Faseel Pharmacy,15.5466871,32.524189,Khartoum,Khartoum
203,صيدلية تباشير,pharmacy,,4629154389,nodes,POINT (32.6199357 15.6101241),Tabashir Pharmacy,15.6101241,32.6199357,Khartoum,Khartoum
204,صيدلية المستشار,pharmacy,,7005500162,nodes,POINT (32.4994392 15.5099373),Consultant Pharmacy,15.5099373,32.4994392,Khartoum,Khartoum
205,صيدلية الرملي,pharmacy,,7005487865,nodes,POINT (32.5040627 15.5235624),Al Ramli Pharmacy,15.5235624,32.5040627,Khartoum,Khartoum
206,صيدلية بايونير,pharmacy,,7004867271,nodes,POINT (32.5261879 15.5341873),Pioneer Pharmacy,15.5341873,32.5261879,Khartoum,Khartoum
207,صيدلية الاحمدي,pharmacy,,7004867835,nodes,POINT (32.5264359 15.5323124),Al-Ahmadi Pharmacy,15.5323124,32.5264359,Khartoum,Khartoum
208,صيدلية هاي كير - جبرة,pharmacy,,7004788822,nodes,POINT (32.5273132 15.5274372),High Care Pharmacy - Jabrah,15.5274372,32.5273132,Khartoum,Khartoum
209,صيدلية اسعاف كير,pharmacy,,7005524672,nodes,POINT (32.5150642 15.5221872),Ambulance Care Pharmacy,15.5221872,32.5150642,Khartoum,Khartoum
210,صيدلية اشفاء,pharmacy,,7005530133,nodes,POINT (32.520813 15.5210629),Ashfa Pharmacy,15.5210629,32.520813,Khartoum,Khartoum
211,صيدلية الراية,pharmacy,,7005459865,nodes,POINT (32.5131874 15.5254374),Al Raya Pharmacy,15.5254374,32.5131874,Khartoum,Khartoum
212,صيدلية مركز حياة,pharmacy,,7005480032,nodes,POINT (32.4980621 15.5191879),Hayat Center Pharmacy,15.5191879,32.4980621,Khartoum,Khartoum
213,صيدلية الرشيد الحديثة 2,pharmacy,,7004866192,nodes,POINT (32.5366859 15.5205622),Al Rashid Modern Pharmacy 2,15.5205622,32.5366859,Khartoum,Khartoum
214,صيدلية عزلة الطبية,pharmacy,,7004917386,nodes,POINT (32.5255623 15.5386877),Isolation Medical Pharmacy,15.5386877,32.5255623,Khartoum,Khartoum
215,صيدلية ابو حسبو,pharmacy,,7004766144,nodes,POINT (32.5238113 15.5271873),Abu Hasbo Pharmacy,15.5271873,32.5238113,Khartoum,Khartoum
216,صيدلية التميز,pharmacy,,7004811363,nodes,POINT (32.5354385 15.5285625),Excellence Pharmacy,15.5285625,32.5354385,Khartoum,Khartoum
217,صيدلية بلة الفكي,pharmacy,,7004721776,nodes,POINT (32.5825615 15.5384378),Bala Al-Faki Pharmacy,15.5384378,32.5825615,Khartoum,Khartoum
218,الشامخ للبصريات,clinic,,7004740931,nodes,POINT (32.5020638 15.5233126),Al Shamekh Optics,15.5233126,32.5020638,Khartoum,Khartoum
219,صيدلية وجن,pharmacy,,6971627841,nodes,POINT (32.578186 15.7325621),Wajan Pharmacy,15.7325621,32.578186,Omdurman,Khartoum
220,عيادة الابراج لطب الاسنان,dentist,,6964182290,nodes,POINT (32.505882 15.6979318),Al Abraj Dental Clinic,15.6979318,32.505882,Omdurman,Khartoum
221,صيدلية عواطف,pharmacy,,6959948077,nodes,POINT (32.531311 15.6474371),Awatif Pharmacy,15.6474371,32.531311,Omdurman,Khartoum
222,صيدلية بنت الافندي,pharmacy,,6959759096,nodes,POINT (32.5356865 15.6281872),Bent Al-Afandy Pharmacy,15.6281872,32.5356865,Omdurman,Khartoum
223,معمل الترا لاب فرع بحري 2,doctors,الخرطوم بحري,8729283018,nodes,POINT (32.5310923 15.638759),"Ultra Lab, Bahri Branch 2",15.638759,32.5310923,Omdurman,Khartoum
224,صيدلية ميار,pharmacy,,6953368499,nodes,POINT (32.5583115 15.7015629),Mayar Pharmacy,15.7015629,32.5583115,Omdurman,Khartoum
225,صيدلية ايلان,pharmacy,,6953235633,nodes,POINT (32.5249367 15.6291876),Elan Pharmacy,15.6291876,32.5249367,Omdurman,Khartoum
226,MTI Clinic,clinic,,11297513169,nodes,POINT (34.3333338 14.1405279),MTI Clinic,14.1405279,34.3333338,Al Hawatah,Sennar
227,صيدلية الزعيم,pharmacy,,6953271945,nodes,POINT (32.5390625 15.6416874),Leader Pharmacy,15.6416874,32.5390625,Omdurman,Khartoum
228,صيدلية د محمود الرشيد,pharmacy,,6953290613,nodes,POINT (32.5418129 15.6453123),Dr. Mahmoud Al Rashid Pharmacy,15.6453123,32.5418129,Omdurman,Khartoum
229,صيدلية الراشدين 2,pharmacy,,6947727489,nodes,POINT (32.555687 15.7036877),Al Rashid Pharmacy 2,15.7036877,32.555687,Omdurman,Khartoum
230,صيدلية نوفا,pharmacy,,6874811371,nodes,POINT (32.5730629 15.6356878),Nova Pharmacy,15.6356878,32.5730629,Khartoum,Khartoum
231,صيدلية هاي كير - بجبرة,pharmacy,,7004795512,nodes,POINT (32.5304375 15.5280628),High Care Pharmacy - Jabrah,15.5280628,32.5304375,Khartoum,Khartoum
232,صيدلية د ريم,pharmacy,,7004709720,nodes,POINT (32.5828133 15.5373125),Dr. Reem Pharmacy,15.5373125,32.5828133,Khartoum,Khartoum
233,صيدلية الراشدين,pharmacy,,6947565995,nodes,POINT (32.555687 15.7036877),Al Rashid Pharmacy,15.7036877,32.555687,Omdurman,Khartoum
234,صيدلية المتطورة,pharmacy,,7004720375,nodes,POINT (32.5144386 15.5253124),Advanced Pharmacy,15.5253124,32.5144386,Khartoum,Khartoum
235,صيدلية مسك الجنة,pharmacy,,6942755408,nodes,POINT (32.6079175 15.6126737),Musk Paradise Pharmacy,15.6126737,32.6079175,Khartoum,Khartoum
236,صيدلية روشتة,pharmacy,,6942365297,nodes,POINT (32.6061655 15.6041203),Roshta Pharmacy,15.6041203,32.6061655,Khartoum,Khartoum
237,صيدلية الرناد,pharmacy,,6936661736,nodes,POINT (32.443134 15.6561295),Al-Ranad Pharmacy,15.6561295,32.443134,Omdurman,Khartoum
238,صيدلية التامين الصحي,pharmacy,,6918242958,nodes,POINT (33.3035406 14.738862),Health insurance pharmacy,14.738862,33.3035406,Al Hasaheisa,Gezira
239,صيدلية لين,pharmacy,,6918289005,nodes,POINT (33.3042418 14.7315018),Lynn Pharmacy,14.7315018,33.3042418,Al Hasaheisa,Gezira
240,صيدلية مركز صحي الحلة الجديدة,pharmacy,,6918319827,nodes,POINT (33.3011619 14.7469753),New Hilla Health Center Pharmacy,14.7469753,33.3011619,Al Hasaheisa,Gezira
241,صيدلية دكتور نمير الحديثة,pharmacy,,6918319828,nodes,POINT (33.299734 14.7475204),Dr. Namir Modern Pharmacy,14.7475204,33.299734,Al Hasaheisa,Gezira
242,صيدلية ابو اواب الحديثة,pharmacy,,6918242957,nodes,POINT (33.3027464 14.7382846),Abu Awab Modern Pharmacy,14.7382846,33.3027464,Al Hasaheisa,Gezira
243,صيدلية الصفا,pharmacy,,6918289014,nodes,POINT (33.3019716 14.7360227),Al Safa Pharmacy,14.7360227,33.3019716,Al Hasaheisa,Gezira
244,صيدلية النور,pharmacy,,6918292078,nodes,POINT (33.2992412 14.7384342),Al Noor Pharmacy,14.7384342,33.2992412,Al Hasaheisa,Gezira
245,صيدلية الهدي 2,pharmacy,,6918292081,nodes,POINT (33.2990965 14.7364593),Al Hoda Pharmacy 2,14.7364593,33.2990965,Al Hasaheisa,Gezira
246,صيدلية الاستاذ الهادي 2,pharmacy,,6812382590,nodes,POINT (32.6323078 15.5967196),Professor Al Hadi Pharmacy 2,15.5967196,32.6323078,Khartoum,Khartoum
247,صيدلية براند,pharmacy,,6812382592,nodes,POINT (32.6217425 15.5980614),Brand Pharmacy,15.5980614,32.6217425,Khartoum,Khartoum
248,صيدلية حي الجامعة,pharmacy,,6813539768,nodes,POINT (32.6161125 15.5987057),University neighborhood pharmacy,15.5987057,32.6161125,Khartoum,Khartoum
249,صيدلية ذات النطاقين,pharmacy,,6832066732,nodes,POINT (32.6366917 15.5961738),Two-zone pharmacy,15.5961738,32.6366917,Khartoum,Khartoum
250,صيدلية د مي خيري,pharmacy,,6877172761,nodes,POINT (32.5684357 15.6608124),Dr. Mai Khairi Pharmacy,15.6608124,32.5684357,Omdurman,Khartoum
251,صيدلية نورال,pharmacy,,6854983288,nodes,POINT (32.5698419 15.6358042),Noural Pharmacy,15.6358042,32.5698419,Omdurman,Khartoum
252,صيدلية الضاحية,pharmacy,,6898050905,nodes,POINT (32.6135573 15.5989452),Suburb Pharmacy,15.5989452,32.6135573,Khartoum,Khartoum
253,صيدلية سالي 2,pharmacy,,6898112927,nodes,POINT (32.6288218 15.5971215),Sally Pharmacy 2,15.5971215,32.6288218,Khartoum,Khartoum
254,صيدلية منة الله,pharmacy,,6854955364,nodes,POINT (32.5600706 15.6258466),Mona Allah Pharmacy,15.6258466,32.5600706,Khartoum,Khartoum
255,صيدلية د/محمد عبده,pharmacy,امدرمان,6789373200,nodes,POINT (32.4850695 15.7313135),Dr. Mohamed Abdo Pharmacy,15.7313135,32.4850695,Omdurman,Khartoum
256,صيدلية البراموسي,pharmacy,,6795819554,nodes,POINT (32.5094985 15.7078599),Al-Baramousi Pharmacy,15.7078599,32.5094985,Omdurman,Khartoum
257,صيدلية كدادة 3,pharmacy,,6795897015,nodes,POINT (32.5134226 15.7201852),Kaddada Pharmacy 3,15.7201852,32.5134226,Omdurman,Khartoum
258,صيدلية البراموسي,pharmacy,,6801952006,nodes,POINT (32.5097569 15.7087399),Al-Baramousi Pharmacy,15.7087399,32.5097569,Omdurman,Khartoum
259,صيدلية الروضة,pharmacy,,6795816192,nodes,POINT (32.4982015 15.6793861),Rawda Pharmacy,15.6793861,32.4982015,Omdurman,Khartoum
260,صيدلية تساهيل 2,pharmacy,,6833721514,nodes,POINT (32.6377174 15.4907346),Tasahil Pharmacy 2,15.4907346,32.6377174,Khartoum,Khartoum
261,صيدلية ماريل,pharmacy,,6802038323,nodes,POINT (32.5186155 15.5258871),Mariel Pharmacy,15.5258871,32.5186155,Khartoum,Khartoum
262,صيدلية العروبة,pharmacy,,4605922890,nodes,POINT (32.6281436 15.6156292),Al-Arabia Pharmacy,15.6156292,32.6281436,Khartoum,Khartoum
263,صيدلية ترياق,pharmacy,,6832066731,nodes,POINT (32.6367631 15.595608),Triac Pharmacy,15.595608,32.6367631,Khartoum,Khartoum
264,صيدلية حي النزهة,pharmacy,,6846836329,nodes,POINT (32.5721653 15.592717),Al-Nahda neighborhood pharmacy,15.592717,32.5721653,Khartoum,Khartoum
265,صيدلية دكتورة نجاة صالح,pharmacy,,6813530909,nodes,POINT (32.616183 15.6041157),Dr. Najat Saleh Pharmacy,15.6041157,32.616183,Khartoum,Khartoum
266,صيدلية الاحرار,pharmacy,,6833789472,nodes,POINT (32.499208 15.6792913),Free Pharmacy,15.6792913,32.499208,Omdurman,Khartoum
267,صيدلية توسل الحديثة,pharmacy,,6832016616,nodes,POINT (32.6152689 15.5911021),Modern Tosul Pharmacy,15.5911021,32.6152689,Khartoum,Khartoum
268,صيدلية السيد البدوي,pharmacy,,6832066742,nodes,POINT (32.6334418 15.6084156),Mr. Badawi Pharmacy,15.6084156,32.6334418,Khartoum,Khartoum
269,صيدلية تباشير,pharmacy,,4605372218,nodes,POINT (32.627792 15.613274),Tabashir Pharmacy,15.613274,32.627792,Khartoum,Khartoum
270,صيدلية الرميساء,pharmacy,,4634831595,nodes,POINT (32.6146817 15.6110222),Al Rumaisa Pharmacy,15.6110222,32.6146817,Khartoum,Khartoum
271,صيدلية مريم الحديثة,pharmacy,,4639854789,nodes,POINT (32.612011 15.611568),Maryam Modern Pharmacy,15.611568,32.612011,Khartoum,Khartoum
272,صيدلية مدارج الحديثة,pharmacy,,6832066736,nodes,POINT (32.6383469 15.6056114),Modern Madarij Pharmacy,15.6056114,32.6383469,Khartoum,Khartoum
273,صيدلية تلاقي الخير,pharmacy,,6832089059,nodes,POINT (32.6277923 15.6118581),Talaqi Al Khair Pharmacy,15.6118581,32.6277923,Khartoum,Khartoum
274,صيدلية دكتورة سوزان,pharmacy,,6832089060,nodes,POINT (32.6275105 15.6123177),Dr. Susan's Pharmacy,15.6123177,32.6275105,Khartoum,Khartoum
275,صيدلية وضاح,pharmacy,,6812382585,nodes,POINT (32.6209868 15.603976),Wadah Pharmacy,15.603976,32.6209868,Khartoum,Khartoum
276,صيدلية دكتور جعفر,pharmacy,,6812382586,nodes,POINT (32.6251482 15.6033235),Dr. Jaafar Pharmacy,15.6033235,32.6251482,Khartoum,Khartoum
277,صيدلية سنكونا 2,pharmacy,,6812382589,nodes,POINT (32.6372843 15.6013697),Sankona Pharmacy 2,15.6013697,32.6372843,Khartoum,Khartoum
278,صيدلية البيت المعمور,pharmacy,,6812382685,nodes,POINT (32.6273265 15.6029809),Al Bait Al Maamour Pharmacy,15.6029809,32.6273265,Khartoum,Khartoum
279,صيدلية شيخ الاسلام,pharmacy,,6812382687,nodes,POINT (32.6175424 15.5988814),Sheikh Al Islam Pharmacy,15.5988814,32.6175424,Khartoum,Khartoum
280,صيدلية ابو مراد,pharmacy,,6812382786,nodes,POINT (32.6291547 15.5971133),Abu Murad Pharmacy,15.5971133,32.6291547,Khartoum,Khartoum
281,صيدلية دكتورة نشوي,pharmacy,,6812638988,nodes,POINT (32.6270421 15.6098477),Dr. Nashwa Pharmacy,15.6098477,32.6270421,Khartoum,Khartoum
282,صيدلية الخضراء,pharmacy,,6796816787,nodes,POINT (32.5683136 15.6068125),Green Pharmacy,15.6068125,32.5683136,Khartoum,Khartoum
283,صيدلية الوصفة,pharmacy,,998604353,nodes,POINT (32.5384827 15.5847363),Prescription Pharmacy,15.5847363,32.5384827,Khartoum,Khartoum
284,شركة ازال للادوية,pharmacy,,4556188895,nodes,POINT (32.5350837 15.584555),Azal Pharmaceutical Company,15.584555,32.5350837,Khartoum,Khartoum
285,صيدلية لوكال كير,pharmacy,,6814390085,nodes,POINT (32.4985868 15.6811978),Local Care Pharmacy,15.6811978,32.4985868,Omdurman,Khartoum
286,,pharmacy,,6007421973,nodes,POINT (32.5682389 15.6068963),,15.6068963,32.5682389,Khartoum,Khartoum
287,صيدلية الحارة الثانية,pharmacy,,6796500182,nodes,POINT (32.486104 15.6735092),Second neighborhood pharmacy,15.6735092,32.486104,Omdurman,Khartoum
288,صيدليه هلا,pharmacy,,6796514389,nodes,POINT (32.4856521 15.7004651),Hala Pharmacy,15.7004651,32.4856521,Omdurman,Khartoum
289,صيدلية د/ مها احمد الباشا,pharmacy,,6794533673,nodes,POINT (32.4858789 15.719672),Dr. Maha Ahmed Al-Basha Pharmacy,15.719672,32.4858789,Omdurman,Khartoum
290,صيدلية حاجة ام سلمه,pharmacy,,6794570275,nodes,POINT (32.485838 15.7204823),Hajja Umm Salama Pharmacy,15.7204823,32.485838,Omdurman,Khartoum
291,صيدلية محمد الطيب برير,pharmacy,,6796515243,nodes,POINT (32.4859203 15.7042298),Mohamed El Tayeb Brir Pharmacy,15.7042298,32.4859203,Omdurman,Khartoum
292,صيدلية أبو نجلة الحديثة,pharmacy,,6796505586,nodes,POINT (32.485534 15.6831228),Abu Najla Modern Pharmacy,15.6831228,32.485534,Omdurman,Khartoum
293,Atefa Pharmacy - صيدلية عاطفة,pharmacy,,6796507857,nodes,POINT (32.4851532 15.6990191),Atefa Pharmacy,15.6990191,32.4851532,Omdurman,Khartoum
294,Dr/Altikaina Pharmacy صيدلية د/التكينة,pharmacy,,6796521874,nodes,POINT (32.4853356 15.6903429),Dr. Altikaina Pharmacy,15.6903429,32.4853356,Omdurman,Khartoum
295,مستشفى الدبة,clinic,,11283640469,nodes,POINT (30.9554371 18.0451058),Bear Hospital,18.0451058,30.9554371,Ad Dabbah,Northern
296,صيدلية سديم,pharmacy,,6805803713,nodes,POINT (32.4597376 15.7308329),Sedem Pharmacy,15.7308329,32.4597376,Omdurman,Khartoum
297,Wasan Pharmacy - صيدلية وسن,pharmacy,,6805791766,nodes,POINT (32.4598127 15.7283544),Wasan Pharmacy,15.7283544,32.4598127,Omdurman,Khartoum
298,صيدلية مريان,pharmacy,,6795886163,nodes,POINT (32.521378 15.7170921),Marian Pharmacy,15.7170921,32.521378,Omdurman,Khartoum
299,صيدلية جدو,pharmacy,,6794756207,nodes,POINT (32.4764772 15.7181023),Jeddo Pharmacy,15.7181023,32.4764772,Omdurman,Khartoum
300,مستشفى أبو عنجه امدرمان,hospital,,8642471118,nodes,POINT (32.4739258 15.6277862),Abu Anga Hospital Omdurman,15.6277862,32.4739258,Omdurman,Khartoum
301,صيدلية شرحبيل 2,pharmacy,,6801923956,nodes,POINT (32.5061198 15.6994909),Sharhabil Pharmacy 2,15.6994909,32.5061198,Omdurman,Khartoum
302,اخصائي المنقة الاصليه,pharmacy,,6801927657,nodes,POINT (32.5063719 15.7000848),Original area specialist,15.7000848,32.5063719,Omdurman,Khartoum
303,صيدلية الأنفال,pharmacy,,6801928696,nodes,POINT (32.5059642 15.6990623),Anfal Pharmacy,15.6990623,32.5059642,Omdurman,Khartoum
304,صيدلية بلال,pharmacy,,6802023495,nodes,POINT (32.5209947 15.5266521),Bilal Pharmacy,15.5266521,32.5209947,Khartoum,Khartoum
305,صيدلية الأكرم,pharmacy,,6794938712,nodes,POINT (32.4765802 15.7091505),Al-Akram Pharmacy,15.7091505,32.4765802,Omdurman,Khartoum
306,صيدلية yo,pharmacy,,6796672874,nodes,POINT (32.5021776 15.4636297),yo pharmacy,15.4636297,32.5021776,Khartoum,Khartoum
307,صيدلية علاء الدين,pharmacy,,6000839986,nodes,POINT (32.5307316 15.6234578),Aladdin Pharmacy,15.6234578,32.5307316,Omdurman,Khartoum
308,مستشفى الشرطة - دنقلا,clinic,,11279547469,nodes,POINT (30.4660215 19.1704144),Police Hospital - Dongola,19.1704144,30.4660215,Dongola,Northern
309,,pharmacy,,2278131240,nodes,POINT (36.3981604 15.4570437),,15.4570437,36.3981604,Kassala,Kassala
310,,pharmacy,,2278131241,nodes,POINT (36.3982221 15.4570437),,15.4570437,36.3982221,Kassala,Kassala
311,Rama hospital,clinic,,6758197988,nodes,POINT (36.3982206 15.4506503),Rama hospital,15.4506503,36.3982206,Kassala,Kassala
312,,pharmacy,,3490668393,nodes,POINT (32.5339615 15.5286633),,15.5286633,32.5339615,Khartoum,Khartoum
313,مركز صحي البطاحين,hospital,شرق النيل,6824687154,nodes,POINT (32.6092137 15.6338602),Al Bataheen Health Center,15.6338602,32.6092137,Khartoum,Khartoum
314,,hospital,,10878757602,nodes,POINT (22.1589333 12.7097033),,12.7097033,22.1589333,Geneina,West Darfur
315,صيدلية استيفيا,pharmacy,,6055230128,nodes,POINT (32.490261 15.5078674),Stevia Pharmacy,15.5078674,32.490261,Khartoum,Khartoum
316,صيدليه الطيف,pharmacy,,8021693810,nodes,POINT (32.4998888 15.482555),Spectrum Pharmacy,15.482555,32.4998888,Khartoum,Khartoum
317,صيدلية بثينة السنهوري,pharmacy,,7069321016,nodes,POINT (32.4941864 15.4513121),Buthaina Al Sanhouri Pharmacy,15.4513121,32.4941864,Khartoum,Khartoum
318,مستشفى الراقي الجامعي,hospital,,6833660357,nodes,POINT (32.5892103 15.5255143),Al Raqi University Hospital,15.5255143,32.5892103,Khartoum,Khartoum
319,صيدلية بت البلد,pharmacy,,7010923617,nodes,POINT (32.4950638 15.5328121),Bet Elbalad Pharmacy,15.5328121,32.4950638,Khartoum,Khartoum
320,صيدلية الفتح,pharmacy,,7005473662,nodes,POINT (32.4944382 15.5349379),Al Fath Pharmacy,15.5349379,32.4944382,Khartoum,Khartoum
321,صيدلية كوزمو,pharmacy,,7005487219,nodes,POINT (32.4954376 15.534687),Cosmo Pharmacy,15.534687,32.4954376,Khartoum,Khartoum
322,صيدلية اسبانيول,pharmacy,,3832531148,nodes,POINT (32.4969927 15.5312463),Español Pharmacy,15.5312463,32.4969927,Khartoum,Khartoum
323,UNIVERSE PHARMACY,pharmacy,,4548443091,nodes,POINT (32.5491773 15.5597012),UNIVERSE PHARMACY,15.5597012,32.5491773,Khartoum,Khartoum
324,صيدلية وعدود,pharmacy,,5047381222,nodes,POINT (32.4780132 15.6187464),Pharmacy and promises,15.6187464,32.4780132,Omdurman,Khartoum
325,صيدلية فارما بلس,pharmacy,,6796343972,nodes,POINT (32.481125 15.61885),Pharma Plus Pharmacy,15.61885,32.481125,Omdurman,Khartoum
326,صيدلية ماك,pharmacy,,7245941524,nodes,POINT (32.4711876 15.618063),Mac Pharmacy,15.618063,32.4711876,Omdurman,Khartoum
327,صيدلية السودان,pharmacy,,7245728989,nodes,POINT (32.4858131 15.6403122),Sudan Pharmacy,15.6403122,32.4858131,Omdurman,Khartoum
328,صيدلية الفاروق 4,pharmacy,,6874916379,nodes,POINT (32.5749359 15.6326876),Al Farooq Pharmacy 4,15.6326876,32.5749359,Khartoum,Khartoum
329,صيدلية نمرة ود الشيخ,pharmacy,,6893194226,nodes,POINT (32.5295639 15.6265621),Namra Wad Al Sheikh Pharmacy,15.6265621,32.5295639,Omdurman,Khartoum
330,صيدلية مستشفي بروفيسور عبد العال الإدريسي,pharmacy,,6854981086,nodes,POINT (32.5605426 15.6298607),Professor Abdel Aal El Idrissi Hospital Pharmacy,15.6298607,32.5605426,Omdurman,Khartoum
331,مصنع الادوية العام gmc,pharmacy,,7039279180,nodes,POINT (32.4888115 15.5343122),General Pharmaceutical Factory GMC,15.5343122,32.4888115,Khartoum,Khartoum
332,صيدلية وئامة,pharmacy,,7010887356,nodes,POINT (32.5011864 15.5255623),Weama Pharmacy,15.5255623,32.5011864,Khartoum,Khartoum
333,صيدلية الاسباط,pharmacy,,7010781697,nodes,POINT (32.5160637 15.5298128),Asbat Pharmacy,15.5298128,32.5160637,Khartoum,Khartoum
334,مجمع عيادات اركويت الطبي,clinic,,7007955030,nodes,POINT (32.5637016 15.559364),Arkwet Medical Clinics Complex,15.559364,32.5637016,Khartoum,Khartoum
335,صيدلية الحكمة,pharmacy,,7004799800,nodes,POINT (32.5394363 15.5293121),Al-Hikma Pharmacy,15.5293121,32.5394363,Khartoum,Khartoum
336,صيدلية ام البنين,pharmacy,,7004828936,nodes,POINT (32.5374374 15.5291872),Umm Al Baneen Pharmacy,15.5291872,32.5374374,Khartoum,Khartoum
337,صيدلية الميناء البري,pharmacy,,7004847196,nodes,POINT (32.5406876 15.5294371),Land Port Pharmacy,15.5294371,32.5406876,Khartoum,Khartoum
338,صيدلية الياسمين,pharmacy,,7004788831,nodes,POINT (32.5353127 15.5289373),Jasmine Pharmacy,15.5289373,32.5353127,Khartoum,Khartoum
